section,col_name,definition,source,tjet_version
,v2elasmoff_nr,"Election assume office, number of expert raters",VDem,2025-06-13
,v2elasmoff_sd,"Election assume office, standard deviation",VDem,2025-06-13
,v2elfrfair,Election free and fair,VDem,2025-06-13
,v2elfrfair_nr,"Election free and fair, number of expert raters",VDem,2025-06-13
,v2elfrfair_sd,"Election free and fair, standard deviation",VDem,2025-06-13
,v2elirreg,Election other voting irregularities,VDem,2025-06-13
,v2elirreg_nr,"Election other voting irregularities, number of expert raters",VDem,2025-06-13
,v2elirreg_sd,"Election other voting irregularities, standard deviation",VDem,2025-06-13
,v2elmulpar,Elections multiparty,VDem,2025-06-13
,v2elmulpar_nr,"Elections multiparty, number of expert raters",VDem,2025-06-13
,v2elmulpar_sd,"Elections multiparty, standard deviation",VDem,2025-06-13
,v2eltrnout,Election turnout,VDem,2025-06-13
,v2elvaptrn,Election VAP turnout,VDem,2025-06-13
,v2exbribe,Executive bribery and corrupt exchanges,VDem,2025-06-13
,v2exbribe_nr,"Executive bribery and corrupt exchanges, number of expert raters",VDem,2025-06-13
,v2exbribe_sd,"Executive bribery and corrupt exchanges, standard deviation",VDem,2025-06-13
,v2exrescon,Executive respects constitution,VDem,2025-06-13
,v2exrescon_nr,"Executive respects constitution, number of expert raters",VDem,2025-06-13
,v2exrescon_sd,"Executive respects constitution, standard deviation",VDem,2025-06-13
,v2juaccnt,Judicial accountability,VDem,2025-06-13
,v2juaccnt_nr,"Judicial accountability, number of expert raters",VDem,2025-06-13
,v2juaccnt_sd,"Judicial accountability, standard deviation",VDem,2025-06-13
,v2jucomp,Compliance with judiciary,VDem,2025-06-13
,v2jucomp_nr,"Compliance with judiciary, number of expert raters",VDem,2025-06-13
,v2jucomp_sd,"Compliance with judiciary, standard deviation",VDem,2025-06-13
,v2jucorrdc,Judicial corruption decision,VDem,2025-06-13
,v2jucorrdc_nr,"Judicial corruption decision, number of expert raters",VDem,2025-06-13
,v2jucorrdc_sd,"Judicial corruption decision, standard deviation",VDem,2025-06-13
,v2juhccomp,Compliance with high court,VDem,2025-06-13
,v2juhccomp_nr,"Compliance with high court, number of expert raters",VDem,2025-06-13
,v2juhccomp_sd,"Compliance with high court, standard deviation",VDem,2025-06-13
,v2juhcind,High court independence,VDem,2025-06-13
,v2juhcind_nr,"High court independence, number of expert raters",VDem,2025-06-13
,v2juhcind_sd,"High court independence, standard deviation",VDem,2025-06-13
,v2juncind,Lower court independence,VDem,2025-06-13
,v2juncind_nr,"Lower court independence, number of expert raters",VDem,2025-06-13
,v2juncind_sd,"Lower court independence, standard deviation",VDem,2025-06-13
,v2jureform,Judicial reform,VDem,2025-06-13
,v2jureform_nr,"Judicial reform, number of expert raters",VDem,2025-06-13
,v2jureform_sd,"Judicial reform, standard deviation",VDem,2025-06-13
,v2jureview,Judicial review,VDem,2025-06-13
,v2jureview_nr,"Judicial review, number of expert raters",VDem,2025-06-13
,v2jureview_sd,"Judicial review, standard deviation",VDem,2025-06-13
,v2peapsecon,Access to public services distributed by socio-economic position,VDem,2025-06-13
,v2peapsecon_nr,"Access to public services distributed by socio-economic position, number of expert raters",VDem,2025-06-13
,v2peapsecon_sd,"Access to public services distributed by socio-economic position, standard deviation",VDem,2025-06-13
,v2peapsgen,Access to public services distributed by gender,VDem,2025-06-13
,v2peapsgen_nr,"Access to public services distributed by gender, number of expert raters",VDem,2025-06-13
,v2peapsgen_sd,"Access to public services distributed by gender, standard deviation",VDem,2025-06-13
,v2peapsgeo,Access to public services distributed by urban-rural location,VDem,2025-06-13
,v2peapsgeo_nr,"Access to public services distributed by urban-rural location, number of expert raters",VDem,2025-06-13
,v2peapsgeo_sd,"Access to public services distributed by urban-rural location, standard deviation",VDem,2025-06-13
,v2peapspol,Access to public services distributed by political group,VDem,2025-06-13
,v2peapspol_nr,"Access to public services distributed by political group, number of expert raters",VDem,2025-06-13
,v2peapspol_sd,"Access to public services distributed by political group, standard deviation",VDem,2025-06-13
,v2peapssoc,Access to public services distributed by social group,VDem,2025-06-13
,v2peapssoc_nr,"Access to public services distributed by social group, number of expert raters",VDem,2025-06-13
,v2peapssoc_sd,"Access to public services distributed by social group, standard deviation",VDem,2025-06-13
,exclusion_lag1,"social exclusion (inverse of v2peapssoc), lagged 1 year",VDem,2025-06-13
,exclusion_lag2,"social exclusion (inverse of v2peapssoc), lagged 2 years",VDem,2025-06-13
,exclusion_lag3,"social exclusion (inverse of v2peapssoc), lagged 3 years",VDem,2025-06-13
,exclusion_lag4,"social exclusion (inverse of v2peapssoc), lagged 4 years",VDem,2025-06-13
,exclusion_lag5,"social exclusion (inverse of v2peapssoc), lagged 5 years",VDem,2025-06-13
,exclusion_lag6,"social exclusion (inverse of v2peapssoc), lagged 6 years",VDem,2025-06-13
,exclusion_lag7,"social exclusion (inverse of v2peapssoc), lagged 7 years",VDem,2025-06-13
,exclusion_lag8,"social exclusion (inverse of v2peapssoc), lagged 8 years",VDem,2025-06-13
,exclusion_lag9,"social exclusion (inverse of v2peapssoc), lagged 9 years",VDem,2025-06-13
,exclusion_lag10,"social exclusion (inverse of v2peapssoc), lagged 10 years",VDem,2025-06-13
,exclusion_lag20,"social exclusion (inverse of v2peapssoc), lagged 20 years",VDem,2025-06-13
,v2peasbecon,Access to state business opportunities by socio-economic position,VDem,2025-06-13
,v2peasbecon_nr,"Access to state business opportunities by socio-economic position, number of expert raters",VDem,2025-06-13
,v2peasbecon_sd,"Access to state business opportunities by socio-economic position, standard deviation",VDem,2025-06-13
,v2peasbegeo,Access to state business opportunities by urban-rural location,VDem,2025-06-13
,v2peasbegeo_nr,"Access to state business opportunities by urban-rural location, number of expert raters",VDem,2025-06-13
,v2peasbegeo_sd,"Access to state business opportunities by urban-rural location, standard deviation",VDem,2025-06-13
,v2peasbepol,Access to state business opportunities by political group,VDem,2025-06-13
,v2peasbepol_nr,"Access to state business opportunities by political group, number of expert raters",VDem,2025-06-13
,v2peasbepol_sd,"Access to state business opportunities by political group, standard deviation",VDem,2025-06-13
,v2peasbgen,Access to state business opportunities by gender,VDem,2025-06-13
,v2peasbgen_nr,"Access to state business opportunities by gender, number of expert raters",VDem,2025-06-13
,v2peasbgen_sd,"Access to state business opportunities by gender, standard deviation",VDem,2025-06-13
,v2peasbsoc,Access to state business opportunities by social group,VDem,2025-06-13
,v2peasbsoc_nr,"Access to state business opportunities by social group, number of expert raters",VDem,2025-06-13
,v2peasbsoc_sd,"Access to state business opportunities by social group, standard deviation",VDem,2025-06-13
,v2peasjgen,Access to state jobs by gender,VDem,2025-06-13
,v2peasjgen_nr,"Access to state jobs by gender, number of expert raters",VDem,2025-06-13
,v2peasjgen_sd,"Access to state jobs by gender, standard deviation",VDem,2025-06-13
,v2peasjgeo,Access to state jobs by urban-rural location,VDem,2025-06-13
,v2peasjgeo_nr,"Access to state jobs by urban-rural location, number of expert raters",VDem,2025-06-13
,v2peasjgeo_sd,"Access to state jobs by urban-rural location, standard deviation",VDem,2025-06-13
,v2peasjpol,Access to state jobs by political group,VDem,2025-06-13
,v2peasjpol_nr,"Access to state jobs by political group, number of expert raters",VDem,2025-06-13
,v2peasjpol_sd,"Access to state jobs by political group, standard deviation",VDem,2025-06-13
,v2peasjsoc,Access to state jobs by social group,VDem,2025-06-13
,v2peasjsoc_nr,"Access to state jobs by social group, number of expert raters",VDem,2025-06-13
,v2peasjsoc_sd,"Access to state jobs by social group, standard deviation",VDem,2025-06-13
,v2peasjsoecon,Access to state jobs by socio-economic position,VDem,2025-06-13
,v2peasjsoecon_nr,"Access to state jobs by socio-economic position, number of expert raters",VDem,2025-06-13
,v2peasjsoecon_sd,"Access to state jobs by socio-economic position, standard deviation",VDem,2025-06-13
,v2peedueq,Educational equality,VDem,2025-06-13
,v2peedueq_nr,"Educational equality, number of expert raters",VDem,2025-06-13
,v2peedueq_sd,"Educational equality, standard deviation",VDem,2025-06-13
,v2pehealth,Health equality,VDem,2025-06-13
,v2pehealth_nr,"Health equality, number of expert raters",VDem,2025-06-13
,v2pehealth_sd,"Health equality, standard deviation",VDem,2025-06-13
,v2pepwrgeo,Power distributed by urban-rural location,VDem,2025-06-13
,v2pepwrgeo_nr,"Power distributed by urban-rural location, number of expert raters",VDem,2025-06-13
,v2pepwrgeo_sd,"Power distributed by urban-rural location, standard deviation",VDem,2025-06-13
,v2psparban,Party ban,VDem,2025-06-13
,v2psparban_nr,"Party ban, number of expert raters",VDem,2025-06-13
,v2psparban_sd,"Party ban, standard deviation",VDem,2025-06-13
,v2regendtype,Principal regime end type,VDem,2025-06-13
,v2regendtypems_0,Regime end type:,VDem,2025-06-13
,v2regendtypems_1,Regime end type:,VDem,2025-06-13
,v2regendtypems_2,Regime end type:,VDem,2025-06-13
,v2regendtypems_3,Regime end type:,VDem,2025-06-13
,v2regendtypems_4,Regime end type:,VDem,2025-06-13
,v2regendtypems_5,Regime end type: loss in civil war,VDem,2025-06-13
,v2regendtypems_6,Regime end type:,VDem,2025-06-13
,v2regendtypems_7,Regime end type:,VDem,2025-06-13
,v2regendtypems_8,Regime end type:,VDem,2025-06-13
,v2regendtypems_9,Regime end type:,VDem,2025-06-13
,v2regendtypems_10,Regime end type:,VDem,2025-06-13
,v2regendtypems_11,Regime end type:,VDem,2025-06-13
,v2regendtypems_12,Regime end type:,VDem,2025-06-13
,v2regendtypems_13,Regime end type:,VDem,2025-06-13
,v2regoppgroupssize,Regime opposition groups size,VDem,2025-06-13
,v2regoppgroupssize_nr,"Regime opposition groups size, number of expert raters",VDem,2025-06-13
,v2regoppgroupssize_sd,"Regime opposition groups size, standard deviation",VDem,2025-06-13
,v2regoppgroupssize_lag1,"v2regoppgroupssize, lagged 1 year",VDem,2025-06-13
,v2regoppgroupssize_lag2,"v2regoppgroupssize, lagged 2 years",VDem,2025-06-13
,v2regoppgroupssize_lag3,"v2regoppgroupssize, lagged 3 years",VDem,2025-06-13
,v2regoppgroupssize_lag4,"v2regoppgroupssize, lagged 4 years",VDem,2025-06-13
,v2regoppgroupssize_lag5,"v2regoppgroupssize, lagged 5 years",VDem,2025-06-13
,v2regoppgroupssize_lag6,"v2regoppgroupssize, lagged 6 years",VDem,2025-06-13
,v2regoppgroupssize_lag7,"v2regoppgroupssize, lagged 7 years",VDem,2025-06-13
,v2regoppgroupssize_lag8,"v2regoppgroupssize, lagged 8 years",VDem,2025-06-13
,v2regoppgroupssize_lag9,"v2regoppgroupssize, lagged 9 years",VDem,2025-06-13
,v2regoppgroupssize_lag10,"v2regoppgroupssize, lagged 10 years",VDem,2025-06-13
,v2regoppgroupssize_lag20,"v2regoppgroupssize, lagged 20 years",VDem,2025-06-13
,v2x_accountability,Accountability index,VDem,2025-06-13
,v2x_api,Additive polyarchy index,VDem,2025-06-13
,v2x_api_sd,"Additive polyarchy index, standard deviation",VDem,2025-06-13
,v2x_clphy,Physical violence index,VDem,2025-06-13
,v2x_clphy_sd,"Physical violence index, standard deviation",VDem,2025-06-13
,v2x_corr,Political corruption index,VDem,2025-06-13
,v2x_corr_sd,"Political corruption index, standard deviation",VDem,2025-06-13
,v2x_cspart,Civil society participation index,VDem,2025-06-13
,v2x_cspart_sd,"Civil society participation index, standard deviation",VDem,2025-06-13
,v2x_delibdem,Deliberative democracy index,VDem,2025-06-13
,v2x_delibdem_sd,"Deliberative democracy index, standard deviation",VDem,2025-06-13
,v2x_diagacc,Diagonal accountability index,VDem,2025-06-13
,v2x_egal,Egalitarian component index,VDem,2025-06-13
,v2x_egal_sd,"Egalitarian component index, standard deviation",VDem,2025-06-13
,v2x_egaldem,Egalitarian democracy index,VDem,2025-06-13
,v2x_egaldem_sd,"Egalitarian democracy index, standard deviation",VDem,2025-06-13
,v2x_elecoff,Elected officials index,VDem,2025-06-13
,v2x_execorr,Executive corruption index,VDem,2025-06-13
,v2x_execorr_sd,"Executive corruption index, standard deviation",VDem,2025-06-13
,v2x_frassoc_thick,Freedom of association thick index,VDem,2025-06-13
,v2x_frassoc_thick_sd,"Freedom of association thick index, standard deviation",VDem,2025-06-13
,v2x_freexp,Freedom of expression index,VDem,2025-06-13
,v2x_freexp_altinf,Freedom of Expression and Alternative Sources of Information index,VDem,2025-06-13
,v2x_freexp_altinf_sd,"Freedom of Expression and Alternative Sources of Information index, standard deviation",VDem,2025-06-13
,v2x_freexp_sd,"Freedom of expression index, standard deviation",VDem,2025-06-13
,v2x_gencl,Women civil liberties index,VDem,2025-06-13
,v2x_gencl_sd,"Women civil liberties index, standard deviation",VDem,2025-06-13
,v2x_horacc,Horizontal accountability index,VDem,2025-06-13
,v2x_jucon,Judicial constraints on the executive index,VDem,2025-06-13
,v2x_jucon_sd,"Judicial constraints on the executive index, standard deviation",VDem,2025-06-13
,v2x_libdem,Liberal democracy index,VDem,2025-06-13
,v2x_libdem_sd,"Liberal democracy index, standard deviation",VDem,2025-06-13
,v2x_liberal,Liberal component index,VDem,2025-06-13
,v2x_liberal_sd,"Liberal component index, standard deviation",VDem,2025-06-13
,v2x_mpi,Multiplicative polyarchy index,VDem,2025-06-13
,v2x_mpi_sd,"Multiplicative polyarchy index, standard deviation",VDem,2025-06-13
,v2x_partip,Participatory component index,VDem,2025-06-13
,v2x_partip_sd,"Participatory component index, standard deviation",VDem,2025-06-13
,v2x_partipdem,Participatory democracy index,VDem,2025-06-13
,v2x_partipdem_sd,"Participatory democracy index, standard deviation",VDem,2025-06-13
,v2x_polyarchy,Electoral democracy index,VDem,2025-06-13
,v2x_polyarchy_sd,"Electoral democracy index, standard deviation",VDem,2025-06-13
,v2x_pubcorr,Public sector corruption index,VDem,2025-06-13
,v2x_pubcorr_sd,"Public sector corruption index, standard deviation",VDem,2025-06-13
,v2x_regime,"Regimes of the World, original numeric measure (0-3)",VDem,2025-06-13
,v2x_regime_cat,Regimes of the World categorical measure,VDem,2025-06-13
,v2x_regime_amb,"Regimes of the World, with ambiguous edge cases, original numeric measure (0-8)",VDem,2025-06-13
,v2x_regime_amb_cat,"Regimes of the World categorical measure, with ambiguous edge cases",VDem,2025-06-13
,v2x_rule,Rule of law index,VDem,2025-06-13
,v2x_rule_sd,"Rule of law index, standard deviation",VDem,2025-06-13
,v2x_suffr,Share of population with suffrage,VDem,2025-06-13
,v2x_veracc,Vertical accountability index,VDem,2025-06-13
,v2xcl_acjst,Access to justice,VDem,2025-06-13
,v2xcl_acjst_sd,"Access to justice, standard deviation",VDem,2025-06-13
,v2xcl_rol,Equality before the law and individual liberty index,VDem,2025-06-13
,v2xcl_rol_sd,"Equality before the law and individual liberty index, standard deviation",VDem,2025-06-13
,v2xcs_ccsi,Core civil society index ordinal,VDem,2025-06-13
,v2xcs_ccsi_sd,"Core civil society index ordinal, standard deviation",VDem,2025-06-13
,v2xdd_dd,Direct popular vote index,VDem,2025-06-13
,v2xdl_delib,Deliberative component index,VDem,2025-06-13
,v2xdl_delib_sd,"Deliberative component index, standard deviation",VDem,2025-06-13
,v2xel_frefair,Clean elections index,VDem,2025-06-13
,v2xel_frefair_sd,"Clean elections index, standard deviation",VDem,2025-06-13
,v2xel_locelec,Local government index,VDem,2025-06-13
,v2xel_locelec_sd,"Local government index, standard deviation",VDem,2025-06-13
,v2xel_regelec,Regional government index,VDem,2025-06-13
,v2xel_regelec_sd,"Regional government index, standard deviation",VDem,2025-06-13
,v2xnp_client,Clientelism Index,VDem,2025-06-13
,v2xnp_client_sd,"Clientelism Index, standard deviation",VDem,2025-06-13
,v2xnp_regcorr,Regime corruption,VDem,2025-06-13
,v2xnp_regcorr_sd,"Regime corruption, standard deviation",VDem,2025-06-13
,v2xpas_democracy_opposition,Opposition Parties Democracy Index,VDem,2025-06-13
,v2xpas_economic_government,Government Coalition Left-Right (v2xpas_economic_government) Index,VDem,2025-06-13
,v2xpe_exlecon,Exclusion by Socio-Economic Group Index,VDem,2025-06-13
,v2xpe_exlecon_sd,"Exclusion by Socio-Economic Group Index, standard deviation",VDem,2025-06-13
,v2xpe_exlgender,Exclusion by Gender index,VDem,2025-06-13
,v2xpe_exlgender_sd,"Exclusion by Gender index, standard deviation",VDem,2025-06-13
,v2xpe_exlgeo,Exclusion by Urban-Rural Location index,VDem,2025-06-13
,v2xpe_exlgeo_sd,"Exclusion by Urban-Rural Location index, standard deviation",VDem,2025-06-13
,v2xpe_exlpol,Exclusion by Political Group index,VDem,2025-06-13
,v2xpe_exlpol_sd,"Exclusion by Political Group index, standard deviation",VDem,2025-06-13
,v2xpe_exlsocgr,Exclusion by Social Group index,VDem,2025-06-13
,v2xpe_exlsocgr_sd,"Exclusion by Social Group index, standard deviation",VDem,2025-06-13
,v2xpe_exlsocgr_lag1,"Exclusion by Social Group index, lagged 1 year",VDem,2025-06-13
,v2xpe_exlsocgr_lag2,"Exclusion by Social Group index, lagged 2 years",VDem,2025-06-13
,v2xpe_exlsocgr_lag3,"Exclusion by Social Group index, lagged 3 years",VDem,2025-06-13
,v2xpe_exlsocgr_lag4,"Exclusion by Social Group index, lagged 4 years",VDem,2025-06-13
,v2xpe_exlsocgr_lag5,"Exclusion by Social Group index, lagged 5 years",VDem,2025-06-13
,v2xpe_exlsocgr_lag6,"Exclusion by Social Group index, lagged 6 years",VDem,2025-06-13
,v2xpe_exlsocgr_lag7,"Exclusion by Social Group index, lagged 7 years",VDem,2025-06-13
,v2xpe_exlsocgr_lag8,"Exclusion by Social Group index, lagged 8 years",VDem,2025-06-13
,v2xpe_exlsocgr_lag9,"Exclusion by Social Group index, lagged 9 years",VDem,2025-06-13
,v2xpe_exlsocgr_lag10,"Exclusion by Social Group index, lagged 10 years",VDem,2025-06-13
,v2xpe_exlsocgr_lag20,"Exclusion by Social Group index, lagged 20 years",VDem,2025-06-13
,el_presidential,"Presidential elections, binary",VDem,2025-06-13
,el_legislative,"Legislative elections, binary",VDem,2025-06-13
,conf_intra,count of minor internal (incl. internationalized) conflicts (25-999 BRDs),UCDP ACD,2025-06-13
,wars_intra,count of internal (incl. internationalized) wars (1000+ BRDs),UCDP ACD,2025-06-13
,conf_intra_strict,count of minor internal (excl. internationalized) conflicts (25-999 BRDs),UCDP ACD,2025-06-13
,wars_intra_strict,count of internal (excl. internationalized) wars (1000+ BRDs),UCDP ACD,2025-06-13
,conf_internationalized,count of minor internationalized conflicts (25-999 BRDs),UCDP ACD,2025-06-13
,wars_internationalized,count of internationalized wars (1000+ BRDs),UCDP ACD,2025-06-13
,conf_inter,count of minor external conflicts (25-999 BRDs),UCDP ACD,2025-06-13
,wars_inter,count of external wars (1000+ BRDs),UCDP ACD,2025-06-13
,deaths_state_osv,count of civilian deaths from one-sided violence due to state actors,UCDP GED,2025-06-13
,deaths_nonstate_osv,count of civilian deaths from one-sided violence due to non-state actors,UCDP GED,2025-06-13
,conflicts_int,count of internal conflicts,UCDP GED,2025-06-13
,conflicts_ext,count of external conflicts,UCDP GED,2025-06-13
,conflicts_nsc,count of non-state conflicts,UCDP GED,2025-06-13
,conflicts_osv,count of one-sided violence events,UCDP GED,2025-06-13
,deaths_all_int,sum of all deaths from internal conflicts,UCDP GED,2025-06-13
,deaths_civilians_int,sum of civilian deaths from internal conflicts,UCDP GED,2025-06-13
,deaths_all_ext,sum of all deaths from external conflicts,UCDP GED,2025-06-13
,deaths_civilians_ext,sum of civilian deaths from external conflicts,UCDP GED,2025-06-13
,deaths_all_nsc,sum of all deaths from non-state conflicts,UCDP GED,2025-06-13
,deaths_civilians_nsc,sum of civilian deaths from external conflicts,UCDP GED,2025-06-13
,deaths_all_osv,sum of all deaths from one-sided violence,UCDP GED,2025-06-13
,deaths_civilians_osv,sum of civilian deaths from one-sided violence,UCDP GED,2025-06-13
,conflict_non_state,"any non-state conflict (25+ BRD), binary",UCDP GED,2025-06-13
,conflict_one_sided,"any one-side violence (25+ BRD), binary",UCDP GED,2025-06-13
,internal,maximal level of internal (incl. internationalized) conflict (none; conflict; war),UCDP ACD,2025-06-13
,internal_strict,maximal level of internal (excl. internationalized) conflict (none; conflict; war),UCDP ACD,2025-06-13
,internationalized,maximal level of internationalized conflict (none; conflict; war),UCDP ACD,2025-06-13
,external,maximal level of external conflict (none; conflict; war),UCDP ACD,2025-06-13
,conflict_internal,"any internal (incl. internationalized) conflict (25+ BRD) , binary",UCDP ACD,2025-06-13
,conflict_internal_strict,"any internal (excl. internationalized) conflict (25+ BRD), binary",UCDP ACD,2025-06-13
,conflict_internationalized,"any internationalized conflict (25+ BRD), binary",UCDP ACD,2025-06-13
,conflict_external,"any external conflict (25+ BRD), binary",UCDP ACD,2025-06-13
,war_internal,"any internal (incl. internationalized) war (1000+ BRD) , binary",UCDP ACD,2025-06-13
,war_internal_strict,"any internal (excl. internationalized) war (1000+ BRD), binary",UCDP ACD,2025-06-13
,war_internationalized,"any internationalized war (1000+ BRD), binary",UCDP ACD,2025-06-13
,war_external,"any external war (1000+ BRD), binary",UCDP ACD,2025-06-13
,subreg_conflict_internal,number of countries in sub-region with any internal (incl. internationalized) conflict,UCDP ACD & UNSD M49,2025-06-13
,subreg_conflict_internal_strict,number of countries in sub-region with any internal (excl. internationalized) conflict,UCDP ACD & UNSD M49,2025-06-13
,subreg_conflict_internationalized,number of countries in sub-region with any internationalized conflict,UCDP ACD & UNSD M49,2025-06-13
,subreg_war_internal,number of countries in sub-region with any internal (incl. internationalized) war,UCDP ACD & UNSD M49,2025-06-13
,subreg_war_internal_strict,number of countries in sub-region with any internal (excl. internationalized) war,UCDP ACD & UNSD M49,2025-06-13
,subreg_war_internationalized,number of countries in sub-region with any internationalized war,UCDP ACD & UNSD M49,2025-06-13
,conflict_neighbours,number of neighboring countries with any internal (incl. internationalized) conflict,UCDP ACD & COW Contiguity,2025-06-13
,confl_new_25,new conflict based on cumulative 25 deaths threshold during episode,UCDP ACD & UCDP BRD & PRIO Lacina,2025-06-13
,confl_new_100,new conflict based on cumulative 100 deaths threshold during episode,UCDP ACD & UCDP BRD & PRIO Lacina,2025-06-13
,confl_new_1000,new conflict based on cumulative 1000 deaths threshold during episode,UCDP ACD & UCDP BRD & PRIO Lacina,2025-06-13
,confl_recur_25,conflict recurrence based on cumulative 25 deaths threshold during episode,UCDP ACD & UCDP BRD & PRIO Lacina,2025-06-13
,confl_recur_100,conflict recurrence based on cumulative 100 deaths threshold during episode,UCDP ACD & UCDP BRD & PRIO Lacina,2025-06-13
,confl_recur_1000,conflict recurrence based on cumulative 1000 deaths threshold during episode,UCDP ACD & UCDP BRD & PRIO Lacina,2025-06-13
,confl_cont_25,"any conflict continuing from previous year, binary, 25 battle deaths or more over conflict episode",UCDP ACD,2025-06-13
,confl_cont_100,"any conflict continuing from previous year, binary, 100 battle deaths or more over conflict episode",UCDP ACD,2025-06-13
,confl_cont_1000,"any conflict continuing from previous year, binary, 1000 battle deaths or more over conflict episode",UCDP ACD,2025-06-13
,yrs_since_confl_25,years since last conflict activity (or since 1945 for countries without conflict) based on cumulative 25 deaths threshold during episode,UCDP ACD,2025-06-13
,yrs_since_confl_100,years since last conflict activity (or since 1945 for countries without conflict) based on cumulative 100 deaths threshold during episode,UCDP ACD,2025-06-13
,yrs_since_confl_1000,years since last conflict activity (or since 1945 for countries without conflict) based on cumulative 1000 deaths threshold during episode,UCDP ACD,2025-06-13
,territorial,number of internal conflicts over territorial incompatibility,UCDP ACD,2025-06-13
,confl_term,number of internal conflict episodes terminated,UCDP Termination,2025-06-13
,recur_term,number of internal conflict recurrences after spell of non-conflict,UCDP Termination,2025-06-13
,outcome_agreement,"internal conflict termination with peace agreement, binary",UCDP Termination,2025-06-13
,outcome_agreement_cflag,"internal conflict termination with peace agreement, binary, carried forward and lagged",UCDP Termination,2025-06-13
,outcome_ceasefire,"internal conflict termination with ceasefire, binary",UCDP Termination,2025-06-13
,outcome_ceasefire_cflag,"internal conflict termination with ceasefire, binary, carried forward and lagged",UCDP Termination,2025-06-13
,outcome_victory_gov,"internal conflict termination with government victory, binary",UCDP Termination,2025-06-13
,outcome_victory_gov_cflag,"internal conflict termination with government victory, binary, carried forward and lagged",UCDP Termination,2025-06-13
,outcome_victory_reb,"internal conflict termination with victory by non-state side, binary",UCDP Termination,2025-06-13
,outcome_victory_reb_cflag,"internal conflict termination with victory by non-state side, binary, carried forward and lagged",UCDP Termination,2025-06-13
,outcome_low_activity,"internal conflict termination due to low activity, binary",UCDP Termination,2025-06-13
,outcome_low_activity_cflag,"internal conflict termination due to low activity, binary, carried forward and lagged",UCDP Termination,2025-06-13
,outcome_actor_ceases,"internal conflict termination because an actor ceased to exist, binary",UCDP Termination,2025-06-13
,outcome_actor_ceases_cflag,"internal conflict termination because an actor ceased to exist, binary, carried forward and lagged",UCDP Termination,2025-06-13
,reb_claim,count of rebel groups in internal conflict dyads making exclusive ethnic claims,EPR (ACD2EPR),2025-06-13
,reb_recruit,count of rebel groups in internal conflict dyads recruiting from ethnic groups,EPR (ACD2EPR),2025-06-13
,gov_recruit,count of internal conflict dyads where governments recruit on the basis of ethnicity,EPR (ACD2EPR),2025-06-13
,grps_in_dyads,ethnic groups in internal conflict dyads in EPR dataset,EPR (ACD2EPR),2025-06-13
,dyads_active,count of active internal conflict dyads,UCDP DYAD,2025-06-13
,dyads_new,count of new conflict dyads of internal (incl. internationalized) conflict,UCDP DYAD,2025-06-13
,dyads_cumu,cumulative count of new conflict dyads of internal (incl. internationalized) conflict,UCDP DYAD,2025-06-13
,ethnic,"ethnic/communal orientation of any rebel group (""Does the group state, or is it clear in other ways/from other sources that the rebel group either represents or purports to represent a specific ethnic group?)",UCDP CID,2025-06-13
,sideb_regional,"regional orientation of any rebel group, carried forward",UCDP CID,2025-06-13
,sideb_national,"national orientation of any rebel group, carried forward",UCDP CID,2025-06-13
,sideb_subnational,"subnational orientation of any rebel group, carried forward",UCDP CID,2025-06-13
,sideb_trp,"rebel group demand for post-conflict justice: call for truth and reconciliation processes, binary, carried forward",UCDP CID,2025-06-13
,sideb_accountabiliy,"rebel group demand for post-conflict justice: accountability/prosecution/investigation, binary, carried forward",UCDP CID,2025-06-13
,sideb_amnesty,"rebel group demand for post-conflict justice: amnesties, binary, carried forward",UCDP CID,2025-06-13
,sideb_recognition,"rebel group demand for post-conflict justice: recognition of wrongdoing, binary, carried forward",UCDP CID,2025-06-13
,sideb_restoration,"rebel group demand for post-conflict justice: compensation/restoration, binary, carried forward",UCDP CID,2025-06-13
,bd_best,"best estimate for battle-related deaths, from UCDP, missing filled in with PRIO-Lacina first or conservative estimate based on UCDP intensity indicator",UCDP BRD & PRIO Lacina,2025-06-13
,bd_low,"low estimate for battle-related deaths, from UCDP, missing filled in with PRIO-Lacina first or conservative estimate based on UCDP intensity indicator",UCDP BRD & PRIO Lacina,2025-06-13
,bd_high,"high estimate for battle-related deaths, from UCDP, missing filled in with PRIO-Lacina first or conservative estimate based on UCDP intensity indicator",UCDP BRD & PRIO Lacina,2025-06-13
,bd_cumu,cumulative count of battle-related deaths (bd_best),UCDP BRD & PRIO Lacina,2025-06-13
,sb_exist_cy,The existence of state-based violence within the borders of a country in a given year. It is 1 if state-based violence occurs.,UCDP OVCY,2025-06-13
,sb_dyad_count_cy,The number of state-based dyads engaging in organized violence within the borders of a country in a given year.,UCDP OVCY,2025-06-13
,sb_dyad_ids_cy,The IDs of state-based dyads engaging in organized violence within the borders of a country in a given year. NO_DYAD is coded when there was no relevant record in UCDP GED.,UCDP OVCY,2025-06-13
,sb_dyad_names_cy,The names of state-based dyads engaging in organized violence within the borders of a country in a given year. NO_DYAD is coded when there was no relevant record in UCDP GED.,UCDP OVCY,2025-06-13
,sb_deaths_parties_cy,The best estimate for fatalities of the parties in state-based violence (both inter- and intrastate) within the borders of a country in a given year.,UCDP OVCY,2025-06-13
,sb_deaths_civilians_cy,The best estimate for civilian fatalities in state-based violence (both inter- and intrastate) within the borders of a country in a given year.,UCDP OVCY,2025-06-13
